Theatre_Name_Internal,Theatre_Name_Comparable,Circuit_Code,Circuit_Name,Metro,Metro_Rank,City,State,Postal_Code,Rtk_Theatre_No,Branch,Zone,Area,Date_Range_Gross,#_Screens,Latitude,Longitude,Prev_Year_Range_Gross,%,Period,Day,Fiscal_Week,Fiscal_Week_Count,Date,DayOfWeek,EEG,Category,Day_Count,Daily_MS
Hooky Entertainment Homestead + SDX + IMAX,"EVO Entertainment Homestead + EVX + IMAX (Homestead, FL)",EVOE,Es Vedra Cinemas,Miami-Ft. Lauderdale,16,Homestead,FL,33030,992088,JAX,Miami-Dade County,"Homestead, FL","$7,980",10,25.47,-80.48,"$6,194",29%,Period 10,Sunday,P10W1,40,29-09-2024,Weekend,Consolidated,Es Vedra,276,0.0318%
Hooky Entertainment Delray Beach + SDX + IMAX,"EVO Entertainment Delray Beach + EVX + IMAX (Delray Beach, FL)",EVOE,Es Vedra Cinemas,West Palm Beach-Ft. Pierce,38,Delray Beach,FL,33446,991373,JAX,Palm Beach County,"Ft. Lauderdale, FL - Delray","$7,719",12,26.46,-80.19,"$3,493",121%,Period 10,Sunday,P10W1,40,29-09-2024,Weekend,Consolidated,Es Vedra,276,0.0308%
Showbiz Cinemas Edmond + SDX,"Showbiz Cinemas Edmond + SDX (Edmond, OK)",EVOE,Es Vedra Cinemas,Oklahoma City,44,Edmond,OK,73034,991978,OC,Oklahoma County,"Edmond, OK","$7,334",10,35.69,-97.42,"$4,026",82%,Period 10,Sunday,P10W1,40,29-09-2024,Weekend,Consolidated,Es Vedra,276,0.0293%
Hooky Entertainment Southlake Town Square + SDX,"EVO Entertainment Southlake Town Square + EVX (Southlake, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Southlake,TX,76092,990141,DAL,Tarrant County,"Fort Worth, TX - Grapevine","$5,989",8,32.94,-97.13,"$1,730",246%,Period 10,Sunday,P10W1,40,29-09-2024,Weekend,Consolidated,Es Vedra,276,0.0239%
Hooky Entertainment Cary + SDX,"EVO Entertainment Cary + EVX (Cary, NC)",EVOE,Es Vedra Cinemas,Raleigh-Durham (Fayetvlle),24,Cary,NC,27519,991650,CHA,Wake County,"Raleigh/Durham, NC - Research Triangle","$4,887",11,35.85,-78.89,"$3,147",55%,Period 10,Sunday,P10W1,40,29-09-2024,Weekend,Consolidated,Es Vedra,276,0.0195%
Showbiz Cinemas Liberty Lakes + IMAX,"Showbiz Cinemas Liberty Lakes + IMAX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77049,991819,DAL,Harris County,"Houston, TX - East","$4,674",11,29.82,-95.17,"$3,812",23%,Period 10,Sunday,P10W1,40,29-09-2024,Weekend,Consolidated,Es Vedra,276,0.0186%
Times Square Grand Slam,"Times Square Grand Slam (Tyler, TX)",EVOE,Es Vedra Cinemas,Tyler-Longview(Lfkn&Ncgd),107,Tyler,TX,75703-3748,4189,DAL,Smith County,"Tyler, TX","$4,193",7,32.29,-95.30,"$2,092",100%,Period 10,Sunday,P10W1,40,29-09-2024,Weekend,Consolidated,Es Vedra,276,0.0167%
Hooky Entertainment Addison + SDX,"EVO Entertainment Addison + EVX (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75254,991369,DAL,Dallas County,"Dallas, TX","$3,356",8,32.95,-96.81,,,Period 10,Sunday,P10W1,40,29-09-2024,Weekend,Consolidated,Es Vedra,276,0.0134%
Violet Crown Charlottesville,"Violet Crown Charlottesville (Charlottesville, VA)",EVOE,Es Vedra Cinemas,Charlottesville,183,Charlottesville,VA,22902-5034,7514,DC,Charlottesville city,"Charlottesville, VA","$3,320",10,38.03,-78.48,"$1,575",111%,Period 10,Sunday,P10W1,40,29-09-2024,Weekend,Consolidated,Es Vedra,276,0.0132%
Movieworks 4,"Movieworks 4 (Jackson, WY)",EVOE,Es Vedra Cinemas,Idaho Fals-Pocatllo(Jcksn),160,Jackson,WY,83001-9408,5997,SLC,Teton County,"Jackson, WY","$3,255",4,43.47,-110.79,"$1,796",81%,Period 10,Sunday,P10W1,40,29-09-2024,Weekend,,,276,0.0130%
Violet Crown Austin,"Violet Crown Austin (Austin, TX)",EVOE,Es Vedra Cinemas,Austin,47,Austin,TX,78701,991245,DAL,Travis County,"Austin, TX - Downtown","$2,936",4,30.27,-97.75,"$2,444",20%,Period 10,Sunday,P10W1,40,29-09-2024,Weekend,Consolidated,Es Vedra,276,0.0117%
Bright Star Cinemas,"Bright Star Cinemas (Sulphur Springs, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Sulphur Springs,TX,75482,905233,DAL,Hopkins County,"Sulphur Springs, TX","$2,235",6,33.12,-95.59,"$1,056",112%,Period 10,Sunday,P10W1,40,29-09-2024,Weekend,,,276,0.0089%
Violet Crown Dallas,"Violet Crown Dallas (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75204,9312,DAL,Dallas County,"Dallas, TX - Love Field","$1,724",5,32.81,-96.80,"$1,088",58%,Period 10,Sunday,P10W1,40,29-09-2024,Weekend,Consolidated,Es Vedra,276,0.0069%
Hooky Entertainment Fredericksburg + SDX,"EVO Entertainment Fredericksburg + EVX (Fredericksburg, VA)",EVOE,Es Vedra Cinemas,"Washington, DC (Hagrstwn)",8,Fredericksburg,VA,22407,991106,DC,Spotsylvania County,Fredericksburg VA,"$3,311",12,38.29,-77.51,"$2,304",44%,Period 10,Monday,P10W1,40,30-09-2024,Weekday,Consolidated,Es Vedra,277,0.0486%
Violet Crown Santa Fe,"Violet Crown Santa Fe (Santa Fe, NM)",EVOE,Es Vedra Cinemas,Albuquerque-Santa Fe,45,Santa Fe,NM,87501,991638,DEN,Santa Fe County,"Santa Fe, NM","$2,760",11,35.68,-105.95,"$2,499",10%,Period 10,Monday,P10W1,40,30-09-2024,Weekday,,,277,0.0405%
Hooky Entertainment Waxahachie + IMAX,"EVO Entertainment Waxahachie + IMAX (Waxahachie, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Waxahachie,TX,75165,990959,DAL,Ellis County,"Waxahachie, TX","$2,069",13,32.40,-96.82,"$2,315",-11%,Period 10,Monday,P10W1,40,30-09-2024,Weekday,Consolidated,Es Vedra,277,0.0303%
Showbiz Cinemas Kingwood + SDX,"Showbiz Cinemas Kingwood + SDX (Kingwood, TX)",EVOE,Es Vedra Cinemas,Houston,10,Kingwood,TX,77339,991146,DAL,Harris County,"Houston, TX - Caney","$2,050",15,30.07,-95.24,"$1,320",55%,Period 10,Monday,P10W1,40,30-09-2024,Weekday,Consolidated,Es Vedra,277,0.0301%
Showbiz Cinemas Edmond + SDX,"Showbiz Cinemas Edmond + SDX (Edmond, OK)",EVOE,Es Vedra Cinemas,Oklahoma City,44,Edmond,OK,73034,991978,OC,Oklahoma County,"Edmond, OK","$1,832",10,35.69,-97.42,$646,184%,Period 10,Monday,P10W1,40,30-09-2024,Weekday,Consolidated,Es Vedra,277,0.0269%
Hooky Entertainment Homestead + SDX + IMAX,"EVO Entertainment Homestead + EVX + IMAX (Homestead, FL)",EVOE,Es Vedra Cinemas,Miami-Ft. Lauderdale,16,Homestead,FL,33030,992088,JAX,Miami-Dade County,"Homestead, FL","$1,698",10,25.47,-80.48,"$3,243",-48%,Period 10,Monday,P10W1,40,30-09-2024,Weekday,Consolidated,Es Vedra,277,0.0249%
Violet Crown Charlottesville,"Violet Crown Charlottesville (Charlottesville, VA)",EVOE,Es Vedra Cinemas,Charlottesville,183,Charlottesville,VA,22902-5034,7514,DC,Charlottesville city,"Charlottesville, VA","$1,622",10,38.03,-78.48,$463,251%,Period 10,Monday,P10W1,40,30-09-2024,Weekday,Consolidated,Es Vedra,277,0.0238%
Showbiz Cinemas Fall Creek + SDX,"Showbiz Cinemas Fall Creek + SDX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77396,991677,DAL,Harris County,"Houston, TX - Cypress","$1,320",10,29.94,-95.24,"$1,236",7%,Period 10,Monday,P10W1,40,30-09-2024,Weekday,Consolidated,Es Vedra,277,0.0194%
Hooky Entertainment Cary + SDX,"EVO Entertainment Cary + EVX (Cary, NC)",EVOE,Es Vedra Cinemas,Raleigh-Durham (Fayetvlle),24,Cary,NC,27519,991650,CHA,Wake County,"Raleigh/Durham, NC - Research Triangle","$1,319",11,35.85,-78.89,$612,116%,Period 10,Monday,P10W1,40,30-09-2024,Weekday,Consolidated,Es Vedra,277,0.0193%
Hooky Entertainment Baytown + IMAX,"Showbiz Cinemas Baytown + IMAX (Baytown, TX)",EVOE,Es Vedra Cinemas,Houston,10,Baytown,TX,77523,991646,DAL,Chambers County,"Baytown, TX","$1,251",10,29.82,-94.90,"$1,388",-10%,Period 10,Monday,P10W1,40,30-09-2024,Weekday,Consolidated,Es Vedra,277,0.0183%
Hooky Entertainment Southlake Town Square + SDX,"EVO Entertainment Southlake Town Square + EVX (Southlake, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Southlake,TX,76092,990141,DAL,Tarrant County,"Fort Worth, TX - Grapevine","$1,196",8,32.94,-97.13,$461,159%,Period 10,Monday,P10W1,40,30-09-2024,Weekday,Consolidated,Es Vedra,277,0.0175%
Times Square Grand Slam,"Times Square Grand Slam (Tyler, TX)",EVOE,Es Vedra Cinemas,Tyler-Longview(Lfkn&Ncgd),107,Tyler,TX,75703-3748,4189,DAL,Smith County,"Tyler, TX","$1,088",7,32.29,-95.30,"$1,282",-15%,Period 10,Monday,P10W1,40,30-09-2024,Weekday,Consolidated,Es Vedra,277,0.0160%
Violet Crown Austin,"Violet Crown Austin (Austin, TX)",EVOE,Es Vedra Cinemas,Austin,47,Austin,TX,78701,991245,DAL,Travis County,"Austin, TX - Downtown","$1,041",4,30.27,-97.75,$925,13%,Period 10,Monday,P10W1,40,30-09-2024,Weekday,Consolidated,Es Vedra,277,0.0153%
Hooky Entertainment Delray Beach + SDX + IMAX,"EVO Entertainment Delray Beach + EVX + IMAX (Delray Beach, FL)",EVOE,Es Vedra Cinemas,West Palm Beach-Ft. Pierce,38,Delray Beach,FL,33446,991373,JAX,Palm Beach County,"Ft. Lauderdale, FL - Delray",$958,12,26.46,-80.19,"$1,388",-31%,Period 10,Monday,P10W1,40,30-09-2024,Weekday,Consolidated,Es Vedra,277,0.0141%
Showbiz Cinemas Liberty Lakes + IMAX,"Showbiz Cinemas Liberty Lakes + IMAX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77049,991819,DAL,Harris County,"Houston, TX - East",$809,11,29.82,-95.17,$756,7%,Period 10,Monday,P10W1,40,30-09-2024,Weekday,Consolidated,Es Vedra,277,0.0119%
Hooky Entertainment Addison + SDX,"EVO Entertainment Addison + EVX (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75254,991369,DAL,Dallas County,"Dallas, TX",$659,8,32.95,-96.81,,,Period 10,Monday,P10W1,40,30-09-2024,Weekday,Consolidated,Es Vedra,277,0.0097%
Movieworks 4,"Movieworks 4 (Jackson, WY)",EVOE,Es Vedra Cinemas,Idaho Fals-Pocatllo(Jcksn),160,Jackson,WY,83001-9408,5997,SLC,Teton County,"Jackson, WY",$456,4,43.47,-110.79,$581,-22%,Period 10,Monday,P10W1,40,30-09-2024,Weekday,,,277,0.0067%
Bright Star Cinemas,"Bright Star Cinemas (Sulphur Springs, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Sulphur Springs,TX,75482,905233,DAL,Hopkins County,"Sulphur Springs, TX",$454,6,33.12,-95.59,$287,58%,Period 10,Monday,P10W1,40,30-09-2024,Weekday,,,277,0.0067%
Violet Crown Dallas,"Violet Crown Dallas (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75204,9312,DAL,Dallas County,"Dallas, TX - Love Field",$395,5,32.81,-96.80,$216,83%,Period 10,Monday,P10W1,40,30-09-2024,Weekday,Consolidated,Es Vedra,277,0.0058%
Hooky Entertainment Fredericksburg + SDX,"EVO Entertainment Fredericksburg + EVX (Fredericksburg, VA)",EVOE,Es Vedra Cinemas,"Washington, DC (Hagrstwn)",8,Fredericksburg,VA,22407,991106,DC,Spotsylvania County,Fredericksburg VA,"$6,145",12,38.29,-77.51,"$4,802",28%,Period 10,Tuesday,P10W1,40,01-10-2024,Weekday,Consolidated,Es Vedra,278,0.0727%
Hooky Entertainment Homestead + SDX + IMAX,"EVO Entertainment Homestead + EVX + IMAX (Homestead, FL)",EVOE,Es Vedra Cinemas,Miami-Ft. Lauderdale,16,Homestead,FL,33030,992088,JAX,Miami-Dade County,"Homestead, FL","$4,737",10,25.47,-80.48,"$5,443",-13%,Period 10,Tuesday,P10W1,40,01-10-2024,Weekday,Consolidated,Es Vedra,278,0.0560%
Showbiz Cinemas Kingwood + SDX,"Showbiz Cinemas Kingwood + SDX (Kingwood, TX)",EVOE,Es Vedra Cinemas,Houston,10,Kingwood,TX,77339,991146,DAL,Harris County,"Houston, TX - Caney","$4,272",15,30.07,-95.24,"$8,592",-50%,Period 10,Tuesday,P10W1,40,01-10-2024,Weekday,Consolidated,Es Vedra,278,0.0505%
Showbiz Cinemas Edmond + SDX,"Showbiz Cinemas Edmond + SDX (Edmond, OK)",EVOE,Es Vedra Cinemas,Oklahoma City,44,Edmond,OK,73034,991978,OC,Oklahoma County,"Edmond, OK","$3,520",10,35.69,-97.42,"$3,526",-0%,Period 10,Tuesday,P10W1,40,01-10-2024,Weekday,Consolidated,Es Vedra,278,0.0416%
Showbiz Cinemas Fall Creek + SDX,"Showbiz Cinemas Fall Creek + SDX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77396,991677,DAL,Harris County,"Houston, TX - Cypress","$3,067",10,29.94,-95.24,"$5,816",-47%,Period 10,Tuesday,P10W1,40,01-10-2024,Weekday,Consolidated,Es Vedra,278,0.0363%
Hooky Entertainment Waxahachie + IMAX,"EVO Entertainment Waxahachie + IMAX (Waxahachie, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Waxahachie,TX,75165,990959,DAL,Ellis County,"Waxahachie, TX","$3,008",13,32.40,-96.82,"$4,600",-35%,Period 10,Tuesday,P10W1,40,01-10-2024,Weekday,Consolidated,Es Vedra,278,0.0356%
Hooky Entertainment Baytown + IMAX,"Showbiz Cinemas Baytown + IMAX (Baytown, TX)",EVOE,Es Vedra Cinemas,Houston,10,Baytown,TX,77523,991646,DAL,Chambers County,"Baytown, TX","$2,687",10,29.82,-94.90,"$3,908",-31%,Period 10,Tuesday,P10W1,40,01-10-2024,Weekday,Consolidated,Es Vedra,278,0.0318%
Violet Crown Santa Fe,"Violet Crown Santa Fe (Santa Fe, NM)",EVOE,Es Vedra Cinemas,Albuquerque-Santa Fe,45,Santa Fe,NM,87501,991638,DEN,Santa Fe County,"Santa Fe, NM","$2,290",11,35.68,-105.95,"$3,243",-29%,Period 10,Tuesday,P10W1,40,01-10-2024,Weekday,,,278,0.0271%
Hooky Entertainment Cary + SDX,"EVO Entertainment Cary + EVX (Cary, NC)",EVOE,Es Vedra Cinemas,Raleigh-Durham (Fayetvlle),24,Cary,NC,27519,991650,CHA,Wake County,"Raleigh/Durham, NC - Research Triangle","$1,867",11,35.85,-78.89,"$1,677",11%,Period 10,Tuesday,P10W1,40,01-10-2024,Weekday,Consolidated,Es Vedra,278,0.0221%
Showbiz Cinemas Liberty Lakes + IMAX,"Showbiz Cinemas Liberty Lakes + IMAX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77049,991819,DAL,Harris County,"Houston, TX - East","$1,563",11,29.82,-95.17,"$2,974",-47%,Period 10,Tuesday,P10W1,40,01-10-2024,Weekday,Consolidated,Es Vedra,278,0.0185%
Violet Crown Charlottesville,"Violet Crown Charlottesville (Charlottesville, VA)",EVOE,Es Vedra Cinemas,Charlottesville,183,Charlottesville,VA,22902-5034,7514,DC,Charlottesville city,"Charlottesville, VA","$1,259",10,38.03,-78.48,$827,52%,Period 10,Tuesday,P10W1,40,01-10-2024,Weekday,Consolidated,Es Vedra,278,0.0149%
Hooky Entertainment Southlake Town Square + SDX,"EVO Entertainment Southlake Town Square + EVX (Southlake, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Southlake,TX,76092,990141,DAL,Tarrant County,"Fort Worth, TX - Grapevine","$1,239",8,32.94,-97.13,"$1,715",-28%,Period 10,Tuesday,P10W1,40,01-10-2024,Weekday,Consolidated,Es Vedra,278,0.0146%
Hooky Entertainment Delray Beach + SDX + IMAX,"EVO Entertainment Delray Beach + EVX + IMAX (Delray Beach, FL)",EVOE,Es Vedra Cinemas,West Palm Beach-Ft. Pierce,38,Delray Beach,FL,33446,991373,JAX,Palm Beach County,"Ft. Lauderdale, FL - Delray","$1,180",12,26.46,-80.19,"$2,569",-54%,Period 10,Tuesday,P10W1,40,01-10-2024,Weekday,Consolidated,Es Vedra,278,0.0140%
Hooky Entertainment Addison + SDX,"EVO Entertainment Addison + EVX (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75254,991369,DAL,Dallas County,"Dallas, TX","$1,143",8,32.95,-96.81,,,Period 10,Tuesday,P10W1,40,01-10-2024,Weekday,Consolidated,Es Vedra,278,0.0135%
Violet Crown Austin,"Violet Crown Austin (Austin, TX)",EVOE,Es Vedra Cinemas,Austin,47,Austin,TX,78701,991245,DAL,Travis County,"Austin, TX - Downtown","$1,029",4,30.27,-97.75,$680,51%,Period 10,Tuesday,P10W1,40,01-10-2024,Weekday,Consolidated,Es Vedra,278,0.0122%
Times Square Grand Slam,"Times Square Grand Slam (Tyler, TX)",EVOE,Es Vedra Cinemas,Tyler-Longview(Lfkn&Ncgd),107,Tyler,TX,75703-3748,4189,DAL,Smith County,"Tyler, TX",$780,7,32.29,-95.30,"$1,848",-58%,Period 10,Tuesday,P10W1,40,01-10-2024,Weekday,Consolidated,Es Vedra,278,0.0092%
Violet Crown Dallas,"Violet Crown Dallas (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75204,9312,DAL,Dallas County,"Dallas, TX - Love Field",$728,5,32.81,-96.80,$497,46%,Period 10,Tuesday,P10W1,40,01-10-2024,Weekday,Consolidated,Es Vedra,278,0.0086%
Movieworks 4,"Movieworks 4 (Jackson, WY)",EVOE,Es Vedra Cinemas,Idaho Fals-Pocatllo(Jcksn),160,Jackson,WY,83001-9408,5997,SLC,Teton County,"Jackson, WY",$639,4,43.47,-110.79,$864,-26%,Period 10,Tuesday,P10W1,40,01-10-2024,Weekday,,,278,0.0076%
Bright Star Cinemas,"Bright Star Cinemas (Sulphur Springs, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Sulphur Springs,TX,75482,905233,DAL,Hopkins County,"Sulphur Springs, TX",$530,6,33.12,-95.59,"$1,185",-55%,Period 10,Tuesday,P10W1,40,01-10-2024,Weekday,,,278,0.0063%
Hooky Entertainment Fredericksburg + SDX,"EVO Entertainment Fredericksburg + EVX (Fredericksburg, VA)",EVOE,Es Vedra Cinemas,"Washington, DC (Hagrstwn)",8,Fredericksburg,VA,22407,991106,DC,Spotsylvania County,Fredericksburg VA,"$3,424",12,38.29,-77.51,"$3,294",4%,Period 10,Wednesday,P10W1,40,02-10-2024,Weekday,Consolidated,Es Vedra,279,0.0517%
Violet Crown Santa Fe,"Violet Crown Santa Fe (Santa Fe, NM)",EVOE,Es Vedra Cinemas,Albuquerque-Santa Fe,45,Santa Fe,NM,87501,991638,DEN,Santa Fe County,"Santa Fe, NM","$2,914",11,35.68,-105.95,"$2,388",22%,Period 10,Wednesday,P10W1,40,02-10-2024,Weekday,,,279,0.0440%
Hooky Entertainment Homestead + SDX + IMAX,"EVO Entertainment Homestead + EVX + IMAX (Homestead, FL)",EVOE,Es Vedra Cinemas,Miami-Ft. Lauderdale,16,Homestead,FL,33030,992088,JAX,Miami-Dade County,"Homestead, FL","$2,359",10,25.47,-80.48,"$1,883",25%,Period 10,Wednesday,P10W1,40,02-10-2024,Weekday,Consolidated,Es Vedra,279,0.0356%
Violet Crown Austin,"Violet Crown Austin (Austin, TX)",EVOE,Es Vedra Cinemas,Austin,47,Austin,TX,78701,991245,DAL,Travis County,"Austin, TX - Downtown","$1,812",4,30.27,-97.75,$667,172%,Period 10,Wednesday,P10W1,40,02-10-2024,Weekday,Consolidated,Es Vedra,279,0.0274%
Hooky Entertainment Cary + SDX,"EVO Entertainment Cary + EVX (Cary, NC)",EVOE,Es Vedra Cinemas,Raleigh-Durham (Fayetvlle),24,Cary,NC,27519,991650,CHA,Wake County,"Raleigh/Durham, NC - Research Triangle","$1,758",11,35.85,-78.89,$664,165%,Period 10,Wednesday,P10W1,40,02-10-2024,Weekday,Consolidated,Es Vedra,279,0.0265%
Showbiz Cinemas Edmond + SDX,"Showbiz Cinemas Edmond + SDX (Edmond, OK)",EVOE,Es Vedra Cinemas,Oklahoma City,44,Edmond,OK,73034,991978,OC,Oklahoma County,"Edmond, OK","$1,728",10,35.69,-97.42,"$1,418",22%,Period 10,Wednesday,P10W1,40,02-10-2024,Weekday,Consolidated,Es Vedra,279,0.0261%
Showbiz Cinemas Kingwood + SDX,"Showbiz Cinemas Kingwood + SDX (Kingwood, TX)",EVOE,Es Vedra Cinemas,Houston,10,Kingwood,TX,77339,991146,DAL,Harris County,"Houston, TX - Caney","$1,710",15,30.07,-95.24,"$4,807",-64%,Period 10,Wednesday,P10W1,40,02-10-2024,Weekday,Consolidated,Es Vedra,279,0.0258%
Hooky Entertainment Waxahachie + IMAX,"EVO Entertainment Waxahachie + IMAX (Waxahachie, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Waxahachie,TX,75165,990959,DAL,Ellis County,"Waxahachie, TX","$1,704",13,32.40,-96.82,"$3,362",-49%,Period 10,Wednesday,P10W1,40,02-10-2024,Weekday,Consolidated,Es Vedra,279,0.0257%
Hooky Entertainment Delray Beach + SDX + IMAX,"EVO Entertainment Delray Beach + EVX + IMAX (Delray Beach, FL)",EVOE,Es Vedra Cinemas,West Palm Beach-Ft. Pierce,38,Delray Beach,FL,33446,991373,JAX,Palm Beach County,"Ft. Lauderdale, FL - Delray","$1,486",12,26.46,-80.19,"$1,345",10%,Period 10,Wednesday,P10W1,40,02-10-2024,Weekday,Consolidated,Es Vedra,279,0.0224%
Showbiz Cinemas Fall Creek + SDX,"Showbiz Cinemas Fall Creek + SDX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77396,991677,DAL,Harris County,"Houston, TX - Cypress","$1,396",10,29.94,-95.24,"$2,968",-53%,Period 10,Wednesday,P10W1,40,02-10-2024,Weekday,Consolidated,Es Vedra,279,0.0211%
Hooky Entertainment Baytown + IMAX,"Showbiz Cinemas Baytown + IMAX (Baytown, TX)",EVOE,Es Vedra Cinemas,Houston,10,Baytown,TX,77523,991646,DAL,Chambers County,"Baytown, TX","$1,283",10,29.82,-94.90,"$1,202",7%,Period 10,Wednesday,P10W1,40,02-10-2024,Weekday,Consolidated,Es Vedra,279,0.0194%
Violet Crown Charlottesville,"Violet Crown Charlottesville (Charlottesville, VA)",EVOE,Es Vedra Cinemas,Charlottesville,183,Charlottesville,VA,22902-5034,7514,DC,Charlottesville city,"Charlottesville, VA","$1,237",10,38.03,-78.48,$876,41%,Period 10,Wednesday,P10W1,40,02-10-2024,Weekday,Consolidated,Es Vedra,279,0.0187%
Times Square Grand Slam,"Times Square Grand Slam (Tyler, TX)",EVOE,Es Vedra Cinemas,Tyler-Longview(Lfkn&Ncgd),107,Tyler,TX,75703-3748,4189,DAL,Smith County,"Tyler, TX","$1,210",7,32.29,-95.30,"$1,793",-33%,Period 10,Wednesday,P10W1,40,02-10-2024,Weekday,Consolidated,Es Vedra,279,0.0183%
Hooky Entertainment Addison + SDX,"EVO Entertainment Addison + EVX (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75254,991369,DAL,Dallas County,"Dallas, TX","$1,077",8,32.95,-96.81,,,Period 10,Wednesday,P10W1,40,02-10-2024,Weekday,Consolidated,Es Vedra,279,0.0163%
Showbiz Cinemas Liberty Lakes + IMAX,"Showbiz Cinemas Liberty Lakes + IMAX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77049,991819,DAL,Harris County,"Houston, TX - East",$875,11,29.82,-95.17,"$1,183",-26%,Period 10,Wednesday,P10W1,40,02-10-2024,Weekday,Consolidated,Es Vedra,279,0.0132%
Violet Crown Dallas,"Violet Crown Dallas (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75204,9312,DAL,Dallas County,"Dallas, TX - Love Field",$822,5,32.81,-96.80,$482,71%,Period 10,Wednesday,P10W1,40,02-10-2024,Weekday,Consolidated,Es Vedra,279,0.0124%
Hooky Entertainment Southlake Town Square + SDX,"EVO Entertainment Southlake Town Square + EVX (Southlake, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Southlake,TX,76092,990141,DAL,Tarrant County,"Fort Worth, TX - Grapevine",$651,8,32.94,-97.13,"$1,008",-35%,Period 10,Wednesday,P10W1,40,02-10-2024,Weekday,Consolidated,Es Vedra,279,0.0098%
Movieworks 4,"Movieworks 4 (Jackson, WY)",EVOE,Es Vedra Cinemas,Idaho Fals-Pocatllo(Jcksn),160,Jackson,WY,83001-9408,5997,SLC,Teton County,"Jackson, WY",$459,4,43.47,-110.79,$958,-52%,Period 10,Wednesday,P10W1,40,02-10-2024,Weekday,,,279,0.0069%
Bright Star Cinemas,"Bright Star Cinemas (Sulphur Springs, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Sulphur Springs,TX,75482,905233,DAL,Hopkins County,"Sulphur Springs, TX",$452,6,33.12,-95.59,"$1,076",-58%,Period 10,Wednesday,P10W1,40,02-10-2024,Weekday,,,279,0.0068%
Hooky Entertainment Fredericksburg + SDX,"EVO Entertainment Fredericksburg + EVX (Fredericksburg, VA)",EVOE,Es Vedra Cinemas,"Washington, DC (Hagrstwn)",8,Fredericksburg,VA,22407,991106,DC,Spotsylvania County,Fredericksburg VA,"$6,429",12,38.29,-77.51,"$3,327",93%,Period 10,Thursday,P10W1,40,03-10-2024,Weekday,Consolidated,Es Vedra,280,0.1158%
Hooky Entertainment Delray Beach + SDX + IMAX,"EVO Entertainment Delray Beach + EVX + IMAX (Delray Beach, FL)",EVOE,Es Vedra Cinemas,West Palm Beach-Ft. Pierce,38,Delray Beach,FL,33446,991373,JAX,Palm Beach County,"Ft. Lauderdale, FL - Delray","$2,836",12,26.46,-80.19,"$1,562",82%,Period 10,Thursday,P10W1,40,03-10-2024,Weekday,Consolidated,Es Vedra,280,0.0511%
Hooky Entertainment Homestead + SDX + IMAX,"EVO Entertainment Homestead + EVX + IMAX (Homestead, FL)",EVOE,Es Vedra Cinemas,Miami-Ft. Lauderdale,16,Homestead,FL,33030,992088,JAX,Miami-Dade County,"Homestead, FL","$2,698",10,25.47,-80.48,"$1,086",148%,Period 10,Thursday,P10W1,40,03-10-2024,Weekday,Consolidated,Es Vedra,280,0.0486%
Violet Crown Santa Fe,"Violet Crown Santa Fe (Santa Fe, NM)",EVOE,Es Vedra Cinemas,Albuquerque-Santa Fe,45,Santa Fe,NM,87501,991638,DEN,Santa Fe County,"Santa Fe, NM","$2,676",11,35.68,-105.95,"$2,194",22%,Period 10,Thursday,P10W1,40,03-10-2024,Weekday,,,280,0.0482%
