Theatre_Name_Internal,Theatre_Name_Comparable,Circuit_Code,Circuit_Name,Metro,Metro_Rank,City,State,Postal_Code,Rtk_Theatre_No,Branch,Zone,Area,Date_Range_Gross,#_Screens,Latitude,Longitude,Prev_Year_Range_Gross,%,Period,Day,Fiscal_Week,Fiscal_Week_Count,Date,DayOfWeek,EEG,Category,Day_Count,Daily_MS
Violet Crown Austin,"Violet Crown Austin (Austin, TX)",EVOE,Es Vedra Cinemas,Austin,47,Austin,TX,78701,991245,DAL,Travis County,"Austin, TX - Downtown","$1,843",4,30.27,-97.75,"$2,073",-11%,Period 1,Monday,P1W1,1,01-01-2024,Weekday,Consolidated,Es Vedra,4,0.0058%
Violet Crown Dallas,"Violet Crown Dallas (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75204,9312,DAL,Dallas County,"Dallas, TX - Love Field","$1,391",5,32.81,-96.80,"$1,683",-17%,Period 1,Monday,P1W1,1,01-01-2024,Weekday,Consolidated,Es Vedra,4,0.0044%
Hooky Entertainment Fredericksburg + SDX,"EVO Entertainment Fredericksburg + EVX (Fredericksburg, VA)",EVOE,Es Vedra Cinemas,"Washington, DC (Hagrstwn)",8,Fredericksburg,VA,22407,991106,DC,Spotsylvania County,Fredericksburg VA,"$19,460",12,38.29,-77.51,"$10,105",93%,Period 1,Tuesday,P1W1,1,02-01-2024,Weekday,Consolidated,Es Vedra,5,0.0876%
Showbiz Cinemas Edmond + SDX,"Showbiz Cinemas Edmond + SDX (Edmond, OK)",EVOE,Es Vedra Cinemas,Oklahoma City,44,Edmond,OK,73034,991978,OC,Oklahoma County,"Edmond, OK","$10,775",10,35.69,-97.42,"$5,924",82%,Period 1,Tuesday,P1W1,1,02-01-2024,Weekday,Consolidated,Es Vedra,5,0.0485%
Hooky Entertainment Waxahachie + IMAX,"EVO Entertainment Waxahachie + IMAX (Waxahachie, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Waxahachie,TX,75165,990959,DAL,Ellis County,"Waxahachie, TX","$10,389",13,32.40,-96.82,"$8,734",19%,Period 1,Tuesday,P1W1,1,02-01-2024,Weekday,Consolidated,Es Vedra,5,0.0468%
Hooky Entertainment Delray Beach + SDX + IMAX,"EVO Entertainment Delray Beach + EVX + IMAX (Delray Beach, FL)",EVOE,Es Vedra Cinemas,West Palm Beach-Ft. Pierce,38,Delray Beach,FL,33446,991373,JAX,Palm Beach County,"Ft. Lauderdale, FL - Delray","$9,825",12,26.46,-80.19,"$6,425",53%,Period 1,Tuesday,P1W1,1,02-01-2024,Weekday,Consolidated,Es Vedra,5,0.0442%
Showbiz Cinemas Kingwood + SDX,"Showbiz Cinemas Kingwood + SDX (Kingwood, TX)",EVOE,Es Vedra Cinemas,Houston,10,Kingwood,TX,77339,991146,DAL,Harris County,"Houston, TX - Caney","$9,647",15,30.07,-95.24,"$6,454",49%,Period 1,Tuesday,P1W1,1,02-01-2024,Weekday,Consolidated,Es Vedra,5,0.0434%
Violet Crown Santa Fe,"Violet Crown Santa Fe (Santa Fe, NM)",EVOE,Es Vedra Cinemas,Albuquerque-Santa Fe,45,Santa Fe,NM,87501,991638,DEN,Santa Fe County,"Santa Fe, NM","$9,264",11,35.68,-105.95,"$5,292",75%,Period 1,Tuesday,P1W1,1,02-01-2024,Weekday,,,5,0.0417%
Hooky Entertainment Homestead + SDX + IMAX,"EVO Entertainment Homestead + EVX + IMAX (Homestead, FL)",EVOE,Es Vedra Cinemas,Miami-Ft. Lauderdale,16,Homestead,FL,33030,992088,JAX,Miami-Dade County,"Homestead, FL","$8,923",10,25.47,-80.48,"$10,873",-18%,Period 1,Tuesday,P1W1,1,02-01-2024,Weekday,Consolidated,Es Vedra,5,0.0402%
Hooky Entertainment Baytown + IMAX,"Showbiz Cinemas Baytown + IMAX (Baytown, TX)",EVOE,Es Vedra Cinemas,Houston,10,Baytown,TX,77523,991646,DAL,Chambers County,"Baytown, TX","$8,247",10,29.82,-94.90,"$6,245",32%,Period 1,Tuesday,P1W1,1,02-01-2024,Weekday,Consolidated,Es Vedra,5,0.0371%
Showbiz Cinemas Fall Creek + SDX,"Showbiz Cinemas Fall Creek + SDX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77396,991677,DAL,Harris County,"Houston, TX - Cypress","$7,142",10,29.94,-95.24,"$6,518",10%,Period 1,Tuesday,P1W1,1,02-01-2024,Weekday,Consolidated,Es Vedra,5,0.0322%
Hooky Entertainment Cary + SDX,"EVO Entertainment Cary + EVX (Cary, NC)",EVOE,Es Vedra Cinemas,Raleigh-Durham (Fayetvlle),24,Cary,NC,27519,991650,CHA,Wake County,"Raleigh/Durham, NC - Research Triangle","$4,798",11,35.85,-78.89,"$2,249",113%,Period 1,Tuesday,P1W1,1,02-01-2024,Weekday,Consolidated,Es Vedra,5,0.0216%
Hooky Entertainment Southlake Town Square + SDX,"EVO Entertainment Southlake Town Square + EVX (Southlake, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Southlake,TX,76092,990141,DAL,Tarrant County,"Fort Worth, TX - Grapevine","$4,540",8,32.94,-97.13,"$2,361",92%,Period 1,Tuesday,P1W1,1,02-01-2024,Weekday,Consolidated,Es Vedra,5,0.0204%
Times Square Grand Slam,"Times Square Grand Slam (Tyler, TX)",EVOE,Es Vedra Cinemas,Tyler-Longview(Lfkn&Ncgd),107,Tyler,TX,75703-3748,4189,DAL,Smith County,"Tyler, TX","$3,918",7,32.29,-95.30,"$2,365",66%,Period 1,Tuesday,P1W1,1,02-01-2024,Weekday,Consolidated,Es Vedra,5,0.0176%
Showbiz Cinemas Liberty Lakes + IMAX,"Showbiz Cinemas Liberty Lakes + IMAX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77049,991819,DAL,Harris County,"Houston, TX - East","$3,826",11,29.82,-95.17,"$3,144",22%,Period 1,Tuesday,P1W1,1,02-01-2024,Weekday,Consolidated,Es Vedra,5,0.0172%
Movieworks 4,"Movieworks 4 (Jackson, WY)",EVOE,Es Vedra Cinemas,Idaho Fals-Pocatllo(Jcksn),160,Jackson,WY,83001-9408,5997,SLC,Teton County,"Jackson, WY","$2,431",4,43.47,-110.79,"$2,548",-5%,Period 1,Tuesday,P1W1,1,02-01-2024,Weekday,,,5,0.0109%
Violet Crown Charlottesville,"Violet Crown Charlottesville (Charlottesville, VA)",EVOE,Es Vedra Cinemas,Charlottesville,183,Charlottesville,VA,22902-5034,7514,DC,Charlottesville city,"Charlottesville, VA","$1,982",10,38.03,-78.48,$722,175%,Period 1,Tuesday,P1W1,1,02-01-2024,Weekday,Consolidated,Es Vedra,5,0.0089%
Bright Star Cinemas,"Bright Star Cinemas (Sulphur Springs, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Sulphur Springs,TX,75482,905233,DAL,Hopkins County,"Sulphur Springs, TX","$1,886",6,33.12,-95.59,"$1,313",44%,Period 1,Tuesday,P1W1,1,02-01-2024,Weekday,,,5,0.0085%
Hooky Entertainment Addison + SDX,"EVO Entertainment Addison + EVX (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75254,991369,DAL,Dallas County,"Dallas, TX","$1,540",8,32.95,-96.81,,,Period 1,Tuesday,P1W1,1,02-01-2024,Weekday,Consolidated,Es Vedra,5,0.0069%
Violet Crown Austin,"Violet Crown Austin (Austin, TX)",EVOE,Es Vedra Cinemas,Austin,47,Austin,TX,78701,991245,DAL,Travis County,"Austin, TX - Downtown","$1,403",4,30.27,-97.75,$710,98%,Period 1,Tuesday,P1W1,1,02-01-2024,Weekday,Consolidated,Es Vedra,5,0.0063%
Violet Crown Dallas,"Violet Crown Dallas (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75204,9312,DAL,Dallas County,"Dallas, TX - Love Field",$931,5,32.81,-96.80,$541,72%,Period 1,Tuesday,P1W1,1,02-01-2024,Weekday,Consolidated,Es Vedra,5,0.0042%
Hooky Entertainment Waxahachie + IMAX,"EVO Entertainment Waxahachie + IMAX (Waxahachie, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Waxahachie,TX,75165,990959,DAL,Ellis County,"Waxahachie, TX","$11,137",13,32.40,-96.82,"$6,503",71%,Period 1,Wednesday,P1W1,1,03-01-2024,Weekday,Consolidated,Es Vedra,6,0.0694%
Showbiz Cinemas Edmond + SDX,"Showbiz Cinemas Edmond + SDX (Edmond, OK)",EVOE,Es Vedra Cinemas,Oklahoma City,44,Edmond,OK,73034,991978,OC,Oklahoma County,"Edmond, OK","$8,181",10,35.69,-97.42,"$5,885",39%,Period 1,Wednesday,P1W1,1,03-01-2024,Weekday,Consolidated,Es Vedra,6,0.0510%
Hooky Entertainment Fredericksburg + SDX,"EVO Entertainment Fredericksburg + EVX (Fredericksburg, VA)",EVOE,Es Vedra Cinemas,"Washington, DC (Hagrstwn)",8,Fredericksburg,VA,22407,991106,DC,Spotsylvania County,Fredericksburg VA,"$8,020",12,38.29,-77.51,"$6,661",20%,Period 1,Wednesday,P1W1,1,03-01-2024,Weekday,Consolidated,Es Vedra,6,0.0500%
Hooky Entertainment Homestead + SDX + IMAX,"EVO Entertainment Homestead + EVX + IMAX (Homestead, FL)",EVOE,Es Vedra Cinemas,Miami-Ft. Lauderdale,16,Homestead,FL,33030,992088,JAX,Miami-Dade County,"Homestead, FL","$7,407",10,25.47,-80.48,"$6,527",13%,Period 1,Wednesday,P1W1,1,03-01-2024,Weekday,Consolidated,Es Vedra,6,0.0462%
Violet Crown Santa Fe,"Violet Crown Santa Fe (Santa Fe, NM)",EVOE,Es Vedra Cinemas,Albuquerque-Santa Fe,45,Santa Fe,NM,87501,991638,DEN,Santa Fe County,"Santa Fe, NM","$6,919",11,35.68,-105.95,"$3,953",75%,Period 1,Wednesday,P1W1,1,03-01-2024,Weekday,,,6,0.0431%
Hooky Entertainment Delray Beach + SDX + IMAX,"EVO Entertainment Delray Beach + EVX + IMAX (Delray Beach, FL)",EVOE,Es Vedra Cinemas,West Palm Beach-Ft. Pierce,38,Delray Beach,FL,33446,991373,JAX,Palm Beach County,"Ft. Lauderdale, FL - Delray","$6,723",12,26.46,-80.19,"$4,235",59%,Period 1,Wednesday,P1W1,1,03-01-2024,Weekday,Consolidated,Es Vedra,6,0.0419%
Hooky Entertainment Baytown + IMAX,"Showbiz Cinemas Baytown + IMAX (Baytown, TX)",EVOE,Es Vedra Cinemas,Houston,10,Baytown,TX,77523,991646,DAL,Chambers County,"Baytown, TX","$6,120",10,29.82,-94.90,"$4,061",51%,Period 1,Wednesday,P1W1,1,03-01-2024,Weekday,Consolidated,Es Vedra,6,0.0382%
Showbiz Cinemas Kingwood + SDX,"Showbiz Cinemas Kingwood + SDX (Kingwood, TX)",EVOE,Es Vedra Cinemas,Houston,10,Kingwood,TX,77339,991146,DAL,Harris County,"Houston, TX - Caney","$5,451",15,30.07,-95.24,"$2,958",84%,Period 1,Wednesday,P1W1,1,03-01-2024,Weekday,Consolidated,Es Vedra,6,0.0340%
Hooky Entertainment Southlake Town Square + SDX,"EVO Entertainment Southlake Town Square + EVX (Southlake, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Southlake,TX,76092,990141,DAL,Tarrant County,"Fort Worth, TX - Grapevine","$3,463",8,32.94,-97.13,"$2,241",55%,Period 1,Wednesday,P1W1,1,03-01-2024,Weekday,Consolidated,Es Vedra,6,0.0216%
Showbiz Cinemas Fall Creek + SDX,"Showbiz Cinemas Fall Creek + SDX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77396,991677,DAL,Harris County,"Houston, TX - Cypress","$3,145",10,29.94,-95.24,"$2,321",36%,Period 1,Wednesday,P1W1,1,03-01-2024,Weekday,Consolidated,Es Vedra,6,0.0196%
Showbiz Cinemas Liberty Lakes + IMAX,"Showbiz Cinemas Liberty Lakes + IMAX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77049,991819,DAL,Harris County,"Houston, TX - East","$2,804",11,29.82,-95.17,"$2,113",33%,Period 1,Wednesday,P1W1,1,03-01-2024,Weekday,Consolidated,Es Vedra,6,0.0175%
Times Square Grand Slam,"Times Square Grand Slam (Tyler, TX)",EVOE,Es Vedra Cinemas,Tyler-Longview(Lfkn&Ncgd),107,Tyler,TX,75703-3748,4189,DAL,Smith County,"Tyler, TX","$2,664",7,32.29,-95.30,"$2,045",30%,Period 1,Wednesday,P1W1,1,03-01-2024,Weekday,Consolidated,Es Vedra,6,0.0166%
Bright Star Cinemas,"Bright Star Cinemas (Sulphur Springs, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Sulphur Springs,TX,75482,905233,DAL,Hopkins County,"Sulphur Springs, TX","$2,235",6,33.12,-95.59,$719,211%,Period 1,Wednesday,P1W1,1,03-01-2024,Weekday,,,6,0.0139%
Hooky Entertainment Cary + SDX,"EVO Entertainment Cary + EVX (Cary, NC)",EVOE,Es Vedra Cinemas,Raleigh-Durham (Fayetvlle),24,Cary,NC,27519,991650,CHA,Wake County,"Raleigh/Durham, NC - Research Triangle","$2,016",11,35.85,-78.89,"$1,111",81%,Period 1,Wednesday,P1W1,1,03-01-2024,Weekday,Consolidated,Es Vedra,6,0.0126%
Hooky Entertainment Addison + SDX,"EVO Entertainment Addison + EVX (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75254,991369,DAL,Dallas County,"Dallas, TX","$1,990",8,32.95,-96.81,,,Period 1,Wednesday,P1W1,1,03-01-2024,Weekday,Consolidated,Es Vedra,6,0.0124%
Violet Crown Charlottesville,"Violet Crown Charlottesville (Charlottesville, VA)",EVOE,Es Vedra Cinemas,Charlottesville,183,Charlottesville,VA,22902-5034,7514,DC,Charlottesville city,"Charlottesville, VA","$1,753",10,38.03,-78.48,"$1,084",62%,Period 1,Wednesday,P1W1,1,03-01-2024,Weekday,Consolidated,Es Vedra,6,0.0109%
Movieworks 4,"Movieworks 4 (Jackson, WY)",EVOE,Es Vedra Cinemas,Idaho Fals-Pocatllo(Jcksn),160,Jackson,WY,83001-9408,5997,SLC,Teton County,"Jackson, WY","$1,142",4,43.47,-110.79,$772,48%,Period 1,Wednesday,P1W1,1,03-01-2024,Weekday,,,6,0.0071%
Violet Crown Austin,"Violet Crown Austin (Austin, TX)",EVOE,Es Vedra Cinemas,Austin,47,Austin,TX,78701,991245,DAL,Travis County,"Austin, TX - Downtown",$825,4,30.27,-97.75,$896,-8%,Period 1,Wednesday,P1W1,1,03-01-2024,Weekday,Consolidated,Es Vedra,6,0.0051%
Violet Crown Dallas,"Violet Crown Dallas (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75204,9312,DAL,Dallas County,"Dallas, TX - Love Field",$513,5,32.81,-96.80,$630,-19%,Period 1,Wednesday,P1W1,1,03-01-2024,Weekday,Consolidated,Es Vedra,6,0.0032%
Hooky Entertainment Waxahachie + IMAX,"EVO Entertainment Waxahachie + IMAX (Waxahachie, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Waxahachie,TX,75165,990959,DAL,Ellis County,"Waxahachie, TX","$10,278",13,32.40,-96.82,"$4,329",137%,Period 1,Thursday,P1W1,1,04-01-2024,Weekday,Consolidated,Es Vedra,7,0.0743%
Showbiz Cinemas Edmond + SDX,"Showbiz Cinemas Edmond + SDX (Edmond, OK)",EVOE,Es Vedra Cinemas,Oklahoma City,44,Edmond,OK,73034,991978,OC,Oklahoma County,"Edmond, OK","$7,403",10,35.69,-97.42,"$4,164",78%,Period 1,Thursday,P1W1,1,04-01-2024,Weekday,Consolidated,Es Vedra,7,0.0535%
Hooky Entertainment Delray Beach + SDX + IMAX,"EVO Entertainment Delray Beach + EVX + IMAX (Delray Beach, FL)",EVOE,Es Vedra Cinemas,West Palm Beach-Ft. Pierce,38,Delray Beach,FL,33446,991373,JAX,Palm Beach County,"Ft. Lauderdale, FL - Delray","$6,840",12,26.46,-80.19,"$3,833",78%,Period 1,Thursday,P1W1,1,04-01-2024,Weekday,Consolidated,Es Vedra,7,0.0494%
Violet Crown Santa Fe,"Violet Crown Santa Fe (Santa Fe, NM)",EVOE,Es Vedra Cinemas,Albuquerque-Santa Fe,45,Santa Fe,NM,87501,991638,DEN,Santa Fe County,"Santa Fe, NM","$5,997",11,35.68,-105.95,"$3,619",66%,Period 1,Thursday,P1W1,1,04-01-2024,Weekday,,,7,0.0433%
Hooky Entertainment Baytown + IMAX,"Showbiz Cinemas Baytown + IMAX (Baytown, TX)",EVOE,Es Vedra Cinemas,Houston,10,Baytown,TX,77523,991646,DAL,Chambers County,"Baytown, TX","$5,313",10,29.82,-94.90,"$3,076",73%,Period 1,Thursday,P1W1,1,04-01-2024,Weekday,Consolidated,Es Vedra,7,0.0384%
Hooky Entertainment Homestead + SDX + IMAX,"EVO Entertainment Homestead + EVX + IMAX (Homestead, FL)",EVOE,Es Vedra Cinemas,Miami-Ft. Lauderdale,16,Homestead,FL,33030,992088,JAX,Miami-Dade County,"Homestead, FL","$4,911",10,25.47,-80.48,"$6,942",-29%,Period 1,Thursday,P1W1,1,04-01-2024,Weekday,Consolidated,Es Vedra,7,0.0355%
Showbiz Cinemas Kingwood + SDX,"Showbiz Cinemas Kingwood + SDX (Kingwood, TX)",EVOE,Es Vedra Cinemas,Houston,10,Kingwood,TX,77339,991146,DAL,Harris County,"Houston, TX - Caney","$3,882",15,30.07,-95.24,"$2,311",68%,Period 1,Thursday,P1W1,1,04-01-2024,Weekday,Consolidated,Es Vedra,7,0.0281%
Hooky Entertainment Fredericksburg + SDX,"EVO Entertainment Fredericksburg + EVX (Fredericksburg, VA)",EVOE,Es Vedra Cinemas,"Washington, DC (Hagrstwn)",8,Fredericksburg,VA,22407,991106,DC,Spotsylvania County,Fredericksburg VA,"$3,776",12,38.29,-77.51,"$2,822",34%,Period 1,Thursday,P1W1,1,04-01-2024,Weekday,Consolidated,Es Vedra,7,0.0273%
Hooky Entertainment Southlake Town Square + SDX,"EVO Entertainment Southlake Town Square + EVX (Southlake, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Southlake,TX,76092,990141,DAL,Tarrant County,"Fort Worth, TX - Grapevine","$3,273",8,32.94,-97.13,"$2,280",44%,Period 1,Thursday,P1W1,1,04-01-2024,Weekday,Consolidated,Es Vedra,7,0.0237%
Showbiz Cinemas Liberty Lakes + IMAX,"Showbiz Cinemas Liberty Lakes + IMAX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77049,991819,DAL,Harris County,"Houston, TX - East","$2,656",11,29.82,-95.17,"$1,635",62%,Period 1,Thursday,P1W1,1,04-01-2024,Weekday,Consolidated,Es Vedra,7,0.0192%
Showbiz Cinemas Fall Creek + SDX,"Showbiz Cinemas Fall Creek + SDX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77396,991677,DAL,Harris County,"Houston, TX - Cypress","$2,471",10,29.94,-95.24,"$2,494",-1%,Period 1,Thursday,P1W1,1,04-01-2024,Weekday,Consolidated,Es Vedra,7,0.0179%
Violet Crown Charlottesville,"Violet Crown Charlottesville (Charlottesville, VA)",EVOE,Es Vedra Cinemas,Charlottesville,183,Charlottesville,VA,22902-5034,7514,DC,Charlottesville city,"Charlottesville, VA","$1,808",10,38.03,-78.48,$817,121%,Period 1,Thursday,P1W1,1,04-01-2024,Weekday,Consolidated,Es Vedra,7,0.0131%
Hooky Entertainment Addison + SDX,"EVO Entertainment Addison + EVX (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75254,991369,DAL,Dallas County,"Dallas, TX","$1,801",8,32.95,-96.81,,,Period 1,Thursday,P1W1,1,04-01-2024,Weekday,Consolidated,Es Vedra,7,0.0130%
Bright Star Cinemas,"Bright Star Cinemas (Sulphur Springs, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Sulphur Springs,TX,75482,905233,DAL,Hopkins County,"Sulphur Springs, TX","$1,579",6,33.12,-95.59,$686,130%,Period 1,Thursday,P1W1,1,04-01-2024,Weekday,,,7,0.0114%
Times Square Grand Slam,"Times Square Grand Slam (Tyler, TX)",EVOE,Es Vedra Cinemas,Tyler-Longview(Lfkn&Ncgd),107,Tyler,TX,75703-3748,4189,DAL,Smith County,"Tyler, TX","$1,535",7,32.29,-95.30,"$2,014",-24%,Period 1,Thursday,P1W1,1,04-01-2024,Weekday,Consolidated,Es Vedra,7,0.0111%
Violet Crown Austin,"Violet Crown Austin (Austin, TX)",EVOE,Es Vedra Cinemas,Austin,47,Austin,TX,78701,991245,DAL,Travis County,"Austin, TX - Downtown","$1,423",4,30.27,-97.75,"$1,333",7%,Period 1,Thursday,P1W1,1,04-01-2024,Weekday,Consolidated,Es Vedra,7,0.0103%
Hooky Entertainment Cary + SDX,"EVO Entertainment Cary + EVX (Cary, NC)",EVOE,Es Vedra Cinemas,Raleigh-Durham (Fayetvlle),24,Cary,NC,27519,991650,CHA,Wake County,"Raleigh/Durham, NC - Research Triangle","$1,197",11,35.85,-78.89,$954,25%,Period 1,Thursday,P1W1,1,04-01-2024,Weekday,Consolidated,Es Vedra,7,0.0087%
Violet Crown Dallas,"Violet Crown Dallas (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75204,9312,DAL,Dallas County,"Dallas, TX - Love Field",$888,5,32.81,-96.80,$627,42%,Period 1,Thursday,P1W1,1,04-01-2024,Weekday,Consolidated,Es Vedra,7,0.0064%
Movieworks 4,"Movieworks 4 (Jackson, WY)",EVOE,Es Vedra Cinemas,Idaho Fals-Pocatllo(Jcksn),160,Jackson,WY,83001-9408,5997,SLC,Teton County,"Jackson, WY",$874,4,43.47,-110.79,"$1,391",-37%,Period 1,Thursday,P1W1,1,04-01-2024,Weekday,,,7,0.0063%
Hooky Entertainment Waxahachie + IMAX,"EVO Entertainment Waxahachie + IMAX (Waxahachie, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Waxahachie,TX,75165,990959,DAL,Ellis County,"Waxahachie, TX","$18,929",13,32.40,-96.82,"$17,331",9%,Period 1,Friday,P1W2,2,05-01-2024,Weekend,Consolidated,Es Vedra,8,0.0699%
Showbiz Cinemas Edmond + SDX,"Showbiz Cinemas Edmond + SDX (Edmond, OK)",EVOE,Es Vedra Cinemas,Oklahoma City,44,Edmond,OK,73034,991978,OC,Oklahoma County,"Edmond, OK","$13,514",10,35.69,-97.42,"$14,421",-6%,Period 1,Friday,P1W2,2,05-01-2024,Weekend,Consolidated,Es Vedra,8,0.0499%
Violet Crown Santa Fe,"Violet Crown Santa Fe (Santa Fe, NM)",EVOE,Es Vedra Cinemas,Albuquerque-Santa Fe,45,Santa Fe,NM,87501,991638,DEN,Santa Fe County,"Santa Fe, NM","$12,633",11,35.68,-105.95,"$7,699",64%,Period 1,Friday,P1W2,2,05-01-2024,Weekend,,,8,0.0466%
Hooky Entertainment Fredericksburg + SDX,"EVO Entertainment Fredericksburg + EVX (Fredericksburg, VA)",EVOE,Es Vedra Cinemas,"Washington, DC (Hagrstwn)",8,Fredericksburg,VA,22407,991106,DC,Spotsylvania County,Fredericksburg VA,"$11,384",12,38.29,-77.51,"$13,067",-13%,Period 1,Friday,P1W2,2,05-01-2024,Weekend,Consolidated,Es Vedra,8,0.0420%
Hooky Entertainment Baytown + IMAX,"Showbiz Cinemas Baytown + IMAX (Baytown, TX)",EVOE,Es Vedra Cinemas,Houston,10,Baytown,TX,77523,991646,DAL,Chambers County,"Baytown, TX","$11,217",10,29.82,-94.90,"$12,263",-9%,Period 1,Friday,P1W2,2,05-01-2024,Weekend,Consolidated,Es Vedra,8,0.0414%
Showbiz Cinemas Kingwood + SDX,"Showbiz Cinemas Kingwood + SDX (Kingwood, TX)",EVOE,Es Vedra Cinemas,Houston,10,Kingwood,TX,77339,991146,DAL,Harris County,"Houston, TX - Caney","$9,671",15,30.07,-95.24,"$8,792",10%,Period 1,Friday,P1W2,2,05-01-2024,Weekend,Consolidated,Es Vedra,8,0.0357%
Hooky Entertainment Homestead + SDX + IMAX,"EVO Entertainment Homestead + EVX + IMAX (Homestead, FL)",EVOE,Es Vedra Cinemas,Miami-Ft. Lauderdale,16,Homestead,FL,33030,992088,JAX,Miami-Dade County,"Homestead, FL","$8,897",10,25.47,-80.48,"$16,830",-47%,Period 1,Friday,P1W2,2,05-01-2024,Weekend,Consolidated,Es Vedra,8,0.0328%
Hooky Entertainment Delray Beach + SDX + IMAX,"EVO Entertainment Delray Beach + EVX + IMAX (Delray Beach, FL)",EVOE,Es Vedra Cinemas,West Palm Beach-Ft. Pierce,38,Delray Beach,FL,33446,991373,JAX,Palm Beach County,"Ft. Lauderdale, FL - Delray","$8,642",12,26.46,-80.19,"$8,262",5%,Period 1,Friday,P1W2,2,05-01-2024,Weekend,Consolidated,Es Vedra,8,0.0319%
Showbiz Cinemas Fall Creek + SDX,"Showbiz Cinemas Fall Creek + SDX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77396,991677,DAL,Harris County,"Houston, TX - Cypress","$8,165",10,29.94,-95.24,"$13,107",-38%,Period 1,Friday,P1W2,2,05-01-2024,Weekend,Consolidated,Es Vedra,8,0.0301%
Hooky Entertainment Southlake Town Square + SDX,"EVO Entertainment Southlake Town Square + EVX (Southlake, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Southlake,TX,76092,990141,DAL,Tarrant County,"Fort Worth, TX - Grapevine","$6,433",8,32.94,-97.13,"$8,555",-25%,Period 1,Friday,P1W2,2,05-01-2024,Weekend,Consolidated,Es Vedra,8,0.0237%
Showbiz Cinemas Liberty Lakes + IMAX,"Showbiz Cinemas Liberty Lakes + IMAX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77049,991819,DAL,Harris County,"Houston, TX - East","$6,253",11,29.82,-95.17,"$7,645",-18%,Period 1,Friday,P1W2,2,05-01-2024,Weekend,Consolidated,Es Vedra,8,0.0231%
Times Square Grand Slam,"Times Square Grand Slam (Tyler, TX)",EVOE,Es Vedra Cinemas,Tyler-Longview(Lfkn&Ncgd),107,Tyler,TX,75703-3748,4189,DAL,Smith County,"Tyler, TX","$5,507",7,32.29,-95.30,"$5,262",5%,Period 1,Friday,P1W2,2,05-01-2024,Weekend,Consolidated,Es Vedra,8,0.0203%
Hooky Entertainment Cary + SDX,"EVO Entertainment Cary + EVX (Cary, NC)",EVOE,Es Vedra Cinemas,Raleigh-Durham (Fayetvlle),24,Cary,NC,27519,991650,CHA,Wake County,"Raleigh/Durham, NC - Research Triangle","$3,948",11,35.85,-78.89,"$3,618",9%,Period 1,Friday,P1W2,2,05-01-2024,Weekend,Consolidated,Es Vedra,8,0.0146%
Bright Star Cinemas,"Bright Star Cinemas (Sulphur Springs, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Sulphur Springs,TX,75482,905233,DAL,Hopkins County,"Sulphur Springs, TX","$3,867",6,33.12,-95.59,"$3,538",9%,Period 1,Friday,P1W2,2,05-01-2024,Weekend,,,8,0.0143%
Violet Crown Charlottesville,"Violet Crown Charlottesville (Charlottesville, VA)",EVOE,Es Vedra Cinemas,Charlottesville,183,Charlottesville,VA,22902-5034,7514,DC,Charlottesville city,"Charlottesville, VA","$3,250",10,38.03,-78.48,"$2,476",31%,Period 1,Friday,P1W2,2,05-01-2024,Weekend,Consolidated,Es Vedra,8,0.0120%
